Year,Agency,Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total
2014,DOT,FTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOT,MARAD,7,5,6,3,2,1,1,0,0,0,0,2,2,29
2014,DOT,NHTSA,2,3,2,2,0,0,1,1,1,0,1,4,6,23
2014,DOT,OIG,1,1,1,2,0,3,1,2,1,0,1,1,0,14
2014,DOT,OST,2,43,37,23,7,5,6,5,7,2,4,7,6,154
2014,DOT,PHMSA,12,1,2,4,1,2,3,3,0,3,12,6,5,54
2014,DOT,RITA,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014,DOT,SLSDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCTAE,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014,ED,OSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,FSA,44,49,28,22,24,6,10,6,2,1,2,1,0,195
2014,ED,IES,22,18,3,2,0,0,0,0,0,0,0,0,0,45
2014,ED,IES-NAGB,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2014,ED,M,17,38,23,15,9,7,5,5,9,3,11,1,3,146
2014,ED,OCFO,1,3,0,0,0,0,0,0,0,0,0,0,0,4
2014,ED,OCFO-CAM,4,9,5,1,5,0,2,0,0,0,0,0,0,26
2014,ED,OCIO,4,2,1,1,0,0,0,0,0,0,0,0,0,8
2014,ED,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ED,OCR,52,30,11,10,2,2,1,1,0,0,3,0,0,112
2014,ED,OCR-1 Boston,7,6,8,0,0,0,0,0,0,0,0,0,0,21
2014,ED,OCR-2 New York,11,8,12,12,6,6,4,3,5,1,3,1,0,72
2014,ED,OCR-3 Philadelphia,11,0,0,0,0,0,0,0,0,0,0,0,0,11
2014,ED,OCR-4 Atlanta,13,7,2,1,0,0,1,0,0,0,2,0,0,26
2014,ED,OCR-5 Chicago,57,10,1,0,0,0,0,0,0,0,0,0,0,68
2014,ED,OCR-6 Dallas,45,27,10,2,0,0,0,0,1,0,0,0,0,85
2014,ED,OCR-7 Kansas City,0,0,1,1,0,0,0,1,0,0,1,0,1,5
2014,ED,OCR-8 Denver,9,0,0,0,0,0,0,0,0,0,0,0,0,9
2014,ED,OCR-9 San Francisco,47,4,2,0,0,0,0,0,0,0,0,0,0,53
2014,ED,OCR-10 Seattle,59,4,1,0,0,0,0,0,0,0,0,0,0,64
2014,ED,OCR-12 Cleveland,12,16,3,1,1,1,0,0,0,0,0,0,0,34
2014,ED,OCR-Metro D.C.,2,5,7,6,3,2,4,0,2,0,3,1,0,35
2014,ED,ODS,1,2,1,0,0,0,1,0,0,0,1,1,0,7
2014,ED,OESE,59,6,2,1,0,0,0,0,0,0,0,0,0,68
2014,ED,OGC,0,1,0,0,1,0,0,0,0,0,0,0,0,2
2014,ED,OIG,14,7,1,2,0,0,0,0,0,0,0,0,0,24
2014,ED,OII,22,7,1,1,1,0,0,0,0,0,0,0,0,32
2014,ED,OLCA,0,2,0,0,0,0,1,0,0,0,0,0,0,3
2014,ED,OM,13,17,3,2,2,0,0,0,0,0,0,0,0,37
2014,ED,OM-PIRMS,155,36,23,8,2,3,1,1,0,1,1,0,0,231
2014,ED,OPE,38,21,6,3,4,1,1,0,0,0,0,0,0,74
2014,ED,OPEPD,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2014,ED,OS,1,0,0,0,0,0,0,0,0,1,0,1,2,5
2014,ED,OSERS,38,3,0,0,0,0,0,0,0,0,0,0,0,41
2014,ED,OUS,0,2,1,0,0,0,0,0,0,1,0,0,0,4
2014,EEOC,ATLANTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,BIRMINGHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,CHARLOTTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,CHICAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,DALLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,HOUSTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,INDIANAPOLIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,LOS ANGELES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,MEMPHIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,MIAMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,NEW YORK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,OLC/HDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,PHILADELPHIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,PHOENIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,ST. LOUIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EEOC,WFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,EPA,HQ,45,400,139,83,68,59,34,20,25,37,108,57,137,1212
2014,EPA,Region 1,1,48,11,2,3,1,0,0,0,0,4,0,3,73
2014,EPA,Region 2,1,1078,186,71,24,30,30,30,5,7,15,6,0,1483
2014,EPA,Region 3,0,105,126,89,84,30,24,7,8,3,13,5,7,501
2014,EPA,Region 4,2,385,98,23,9,6,6,4,4,1,10,1,2,551
2014,EPA,Region 5,1,339,42,17,5,4,3,2,2,1,5,0,3,424
2014,EPA,Region 6,270,215,40,18,8,10,5,3,4,3,13,8,4,601
2014,EPA,Region 7,6,139,19,10,2,1,0,0,0,0,0,0,0,177
2014,EPA,Region 8,5,77,14,6,3,2,1,0,1,1,8,5,4,127
2014,EPA,Region 9,0,190,29,6,1,0,2,1,0,0,2,0,0,231
2014,EPA,Region 10,4,123,41,24,16,19,18,6,3,5,10,3,31,303
2014,Ex-Im Bank,OIG,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014,Ex-Im Bank,HQ,3,7,3,0,2,1,0,1,0,0,5,0,4,26
2014,FCA,FCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FCC,FCC,2,0,0,1,0,2,1,0,0,1,0,0,10,17
2014,FCSIC,FCSIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FDIC,FDIC,98,53,8,2,1,0,0,0,0,0,0,0,0,162
2014,FEC,FEC,3,0,0,0,0,0,0,0,0,0,1,0,1,5
2014,FERC,FERC,17,15,5,0,0,0,1,1,0,0,1,0,1,41
2014,FFIEC,FFIEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FHFA,FHFA-HQ,6,5,9,1,1,3,0,0,0,0,1,0,0,26
2014,FHFA,FHFA-OIG,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2014,FLRA,FSIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,IG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,ATRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,BORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,CHRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,DARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,DERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,SFRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FLRA,WARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FMC,FMC,14,3,5,1,0,0,1,1,0,0,0,0,1,26
2014,FMCS,FMCS,10,5,3,2,3,1,1,0,0,0,0,0,0,25
2014,FMSHRC,FMSHRC,35,2,0,0,0,0,0,0,0,0,0,0,0,37
2014,FOMC,FOMC,0,2,2,2,1,0,0,0,0,0,0,1,1,9
2014,FRB,FRB,166,108,58,36,20,14,7,2,6,3,3,2,1,426
2014,FRTIB,FRTIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FTC,FTC,0,310,20,16,2,5,1,0,3,1,3,0,1,362
2014,GSA,GSA,246,138,191,141,96,51,36,32,15,13,46,9,6,1020
2014,HHS,ACF,36,15,7,20,25,22,16,6,1,4,4,5,10,171
2014,HHS,CMS,3702,380,185,122,96,75,56,42,42,24,129,57,65,4975
2014,HHS,OIG,148,80,40,12,14,3,1,1,1,0,0,0,0,300
2014,HHS,CDC,229,60,34,29,16,22,17,2,14,14,32,29,81,579
2014,HHS,FDA,34,119,153,150,151,117,210,198,215,151,936,353,565,3352
2014,HHS,HRSA,153,63,27,29,12,19,7,2,4,2,21,9,4,352
2014,HHS,IHS,5,6,4,5,16,25,21,5,9,0,0,0,0,96
2014,HHS,NIH,49,48,43,21,15,11,7,5,4,1,2,1,1,208
2014,HHS,SAMHSA,35,21,11,10,11,7,8,6,9,9,24,16,8,175
2014,HHS,OS,1033,91,51,36,26,21,17,12,15,14,30,24,160,1530
2014,HHS,OASH,2,53,33,14,15,12,5,10,4,4,25,21,64,262
2014,HHS,ACL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,HUD,HQ,38,37,24,24,17,10,13,9,8,15,26,11,6,238
2014,HUD,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,HUD,R01,1,2,0,0,0,0,0,0,0,0,0,0,0,3
2014,HUD,R02,14,12,1,0,0,0,0,0,0,0,0,0,0,27
2014,HUD,R03,10,5,3,10,0,0,0,0,0,0,0,0,0,28
2014,HUD,R04,14,9,3,0,0,0,0,0,0,0,0,0,0,26
2014,HUD,R05,8,0,0,0,0,0,0,0,0,0,0,0,0,8
2014,HUD,R06,7,2,0,0,0,0,0,0,0,0,0,0,0,9
2014,HUD,R07,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2014,HUD,R08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,HUD,R09,5,3,2,0,1,0,0,1,0,0,0,0,0,12
2014,HUD,R0X,3,0,1,0,0,1,0,0,0,0,0,0,0,5
2014,IAF,IAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,IMLS,IMLS,0,6,2,0,0,0,0,0,0,0,0,0,0,8
2014,LSC,OLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,LSC,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,MCC,MCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,MSPB,MSPB,1,19,10,3,1,0,0,0,0,0,0,0,0,34
2014,NARA,NARA,263,78,16,8,6,8,10,10,4,15,34,41,704,1197
2014,NASA,AFRC,1,5,0,0,0,0,0,0,0,0,0,0,0,6
2014,NASA,ARC,23,7,3,1,0,2,0,0,0,0,0,1,0,37
2014,NASA,GRC,8,1,2,0,0,0,0,0,0,0,0,0,0,11
2014,NASA,GSFC,44,20,10,10,5,0,0,0,0,0,0,0,0,89
2014,NASA,HQ,67,18,4,0,2,0,0,0,0,0,0,0,0,91
2014,NASA,JPL,18,1,0,0,0,0,0,0,0,0,0,0,0,19
2014,NASA,JSC,66,11,9,8,2,0,0,0,0,0,0,0,0,96
2014,NASA,KSC,26,5,4,6,1,0,1,0,0,0,0,0,0,43
2014,NASA,LaRC,7,3,1,0,0,0,0,0,0,0,0,0,0,11
2014,NASA,MSFC,1,3,1,0,0,0,0,0,0,0,0,0,0,5
2014,NASA,NSSC,5,3,1,0,0,0,0,0,0,0,0,0,0,9
2014,NASA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,NASA,OIG,8,4,0,0,0,0,0,0,0,0,0,0,0,12
2014,NASA,SSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,NCPC,NCPC,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,NCUA,NCUA,22,12,5,0,5,1,2,0,0,0,0,0,0,47
2014,NEA,NEA,1,5,1,0,0,0,0,0,0,0,0,0,1,8
2014,NEH,NEH,1,2,3,0,0,0,0,0,1,0,0,0,0,7
2014,NIGC,NIGC,0,0,2,2,0,0,1,0,1,0,2,0,4,12
2014,NRPC,NRPC,83,26,23,11,4,6,0,1,0,0,4,3,1,162
2014,NSF,OGC,30,32,7,9,9,11,4,3,3,4,19,2,11,144
2014,NSF,OIG,15,6,2,0,1,0,0,0,0,0,0,0,0,24
2014,NTSB,NTSB,124,24,9,12,13,4,8,4,3,4,15,16,42,278
2014,ODNI,ODNI,30,9,13,4,5,1,4,2,4,3,10,7,35,127
2014,OGE,OGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,OMB,OMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ONDCP,ONDCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ONHIR,ONHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,OPM,OPM,1442,921,119,101,52,36,25,12,8,10,25,9,8,2768
2014,OSC,OSC,0,1,2,0,0,0,1,0,0,0,6,4,7,21
2014,OSHRC,OSHRC,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2014,OSTP,OSTP,2,1,0,1,0,0,0,0,1,0,0,0,0,5
2014,PBGC,PBGC,779,244,40,9,5,3,0,1,0,1,1,0,0,1083
2014,PC,FOIA Office,2,1,3,0,1,1,1,1,0,0,0,0,1,11
2014,PC,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,PCLOB,PCLOB,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2014,PRC,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,RATB,RATB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,SBA,SBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,SEC,SEC,0,1,0,0,0,0,0,0,0,0,0,1,5,7
2014,SIGAR,SIGAR,4,2,1,1,0,1,1,0,1,0,0,0,0,11
2014,SSA,SSA,146,195,84,69,40,15,10,15,4,30,0,0,0,608
2014,SSS,SSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,State,DoS,11,58,48,46,60,57,76,139,93,112,464,319,1063,2546
2014,State,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,STB,STB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Treasury,BEP,8,15,3,0,1,1,0,1,0,0,0,0,0,29
2014,Treasury,DO,39,31,34,22,15,18,10,8,10,6,28,36,118,375
2014,Treasury,FinCEN,48,5,1,1,1,0,0,0,0,0,0,0,0,56
2014,Treasury,IRS,7437,1714,534,173,74,40,29,29,12,16,28,10,6,10102
2014,Treasury,MINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Treasury,OCC,92,50,8,6,2,0,1,0,0,0,0,0,0,159
2014,Treasury,TIGTA,190,44,20,10,4,2,2,1,0,0,1,0,0,274
2014,Treasury,TTB,12,19,0,0,0,0,0,0,0,0,1,0,0,32
2014,Treasury,Fiscal Service,9,16,1,0,2,0,0,0,0,0,0,0,0,28
2014,TVA,TVA,0,8,20,7,4,2,3,3,2,1,4,0,3,57
2014,U.S. CPSC,U.S. CPSC,127,99,92,63,43,31,17,25,13,8,28,9,12,567
2014,U.S. DOL,ADJ BDS,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,U.S. DOL,ALJ,121,7,0,0,1,0,0,0,0,0,0,0,0,129
2014,U.S. DOL,ASP,0,0,0,0,0,0,1,1,0,0,4,1,0,7
2014,U.S. DOL,BLS,3,3,1,1,0,0,1,0,0,0,0,0,0,9
2014,U.S. DOL,CFO,14,2,0,0,0,0,0,0,0,0,0,0,0,16
2014,U.S. DOL,EBSA,212,51,26,24,25,7,5,2,0,0,1,0,4,357
2014,U.S. DOL,ETA,709,126,19,7,2,2,0,0,0,0,0,0,0,865
2014,U.S. DOL,EXEC SEC,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,U.S. DOL,ILAB,1,1,1,0,0,0,0,0,1,0,0,0,0,4
2014,U.S. DOL,MSHA,1220,168,50,18,26,15,16,6,6,6,4,2,0,1537
2014,U.S. DOL,OASAM,60,54,32,21,16,8,5,6,1,2,5,2,1,213
2014,U.S. DOL,OCIA,10,1,3,1,1,1,0,2,0,3,0,1,2,25
2014,U.S. DOL,ODEP,5,0,0,0,0,0,0,0,0,0,0,1,0,6
2014,U.S. DOL,OFCCP,78,25,13,4,3,1,2,4,0,1,2,0,0,133
2014,U.S. DOL,OIG,1,4,1,4,1,1,0,0,2,2,5,2,2,25
2014,U.S. DOL,OLMS,26,16,8,3,0,0,0,0,0,0,0,0,0,53
2014,U.S. DOL,OPA,1,1,0,2,1,0,0,0,0,0,0,0,2,7
2014,U.S. DOL,OSEC,5,6,5,3,2,0,1,1,0,1,1,0,1,26
2014,U.S. DOL,OSHA,3558,642,209,75,37,32,19,9,5,4,10,5,15,4620
2014,U.S. DOL,OWCP,208,97,65,22,6,14,3,2,2,3,3,0,45,470
2014,U.S. DOL,SOL,36,17,13,12,5,2,2,1,1,1,2,1,4,97
2014,U.S. DOL,VETS,73,16,5,3,1,1,0,1,1,0,1,5,0,107
2014,U.S. DOL,WB,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,U.S. DOL,WHD,377,254,158,78,46,41,33,46,29,31,102,20,5,1220
2014,US ADF,US ADF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,US RRB,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,US RRB,RRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,USAID,USAID,62,25,18,23,13,12,10,6,6,7,19,12,51,264
2014,USCCR,USCCR,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2014,USDA,AMS,40,13,8,2,2,2,2,2,1,2,4,3,3,84
2014,USDA,APHIS,1,3,1,0,1,2,1,0,0,1,0,1,3,14
2014,USDA,ASCR,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2014,USDA,FAS,3,4,2,1,1,0,0,0,0,0,0,0,0,11
2014,USDA,FNCS,2,1,1,1,0,0,0,0,0,0,0,0,0,5
2014,USDA,FS,176,109,64,36,21,9,6,11,4,2,6,4,6,454
2014,USDA,FSA,382,58,9,3,5,1,1,2,0,0,0,0,0,461
2014,USDA,FSIS,0,0,0,0,0,0,0,0,0,0,0,1,29,30
2014,USDA,GIPSA,8,5,0,0,0,0,0,0,0,0,0,0,0,13
2014,USDA,NAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,USDA,NRCS,16,9,7,6,2,4,1,1,2,1,2,5,6,62
2014,USDA,OBPA,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014,USDA,OCFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,USDA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,USDA,OIG,0,0,4,4,5,9,2,2,4,3,3,6,8,50
2014,USDA,OSEC/OCIO/DM,16,15,8,5,7,9,2,3,3,0,10,1,14,93
2014,USDA,RD,4,4,5,2,1,1,3,2,2,2,2,3,26,57
2014,USDA,REE,51,26,2,0,0,0,0,0,0,0,0,0,0,79
2014,USDA,RMA,5,0,0,0,0,1,0,1,0,1,0,0,0,8
2014,USIBWC,USIBWC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,USITC,USITC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,USNRC,USNRC,130,49,18,12,17,6,4,9,11,1,19,9,21,306
2014,USPS,PS,141,65,37,11,7,7,5,3,1,1,4,2,2,286
2014,USPS,OIG,13,1,2,0,0,1,0,0,0,0,0,1,0,18
2014,USPS,PIS,3,0,2,2,1,0,0,0,0,0,0,0,0,8
2014,USTDA,USTDA,9,5,6,3,0,0,0,0,0,0,0,1,0,24
2014,USTR,USTR,17,22,8,4,0,0,0,0,0,0,0,0,0,51
2014,VA,Admin,7,2,1,1,1,1,0,0,0,0,0,1,0,14
2014,VA,BVA,5,0,0,0,0,0,0,0,0,0,1,0,0,6
2014,VA,C&LA,5,21,1,0,0,1,0,0,0,0,0,0,0,28
2014,VA,CFM,10,3,2,2,3,2,0,2,0,4,18,11,5,62
2014,VA,GC,33,13,11,7,7,14,3,5,1,2,1,0,0,97
2014,VA,HRM,0,2,1,3,1,0,0,0,0,0,1,6,3,17
2014,VA,IG,3,171,49,14,6,3,3,0,0,0,0,0,0,249
2014,VA,Mgmt,4,2,0,0,2,0,0,0,0,0,0,0,0,8
2014,VA,NCA,14,13,3,1,2,0,0,0,0,0,0,0,0,33
2014,VA,OAL,120,37,7,7,1,4,2,1,0,0,2,0,1,182
2014,VA,OASHRA,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014,VA,OASP&IA,2,0,1,0,0,0,0,1,0,0,0,0,0,4
2014,VA,ODASB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,VA,ODASIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,VA,ODI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,VA,OF,8,6,0,0,0,0,0,1,0,0,0,0,0,15
2014,VA,OIT,110,24,6,4,2,1,1,4,0,5,6,0,1,164
2014,VA,ORM,16,3,1,1,0,0,0,0,0,0,0,0,0,21
2014,VA,OSDBU,15,0,1,1,0,0,0,0,0,0,0,0,1,18
2014,VA,OSP,1,1,2,1,0,0,0,0,0,0,0,0,0,5
2014,VA,P&P,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2014,VA,PA,0,1,0,0,0,0,0,0,0,0,0,0,3,4
2014,VA,SEC,18,9,7,2,5,3,2,3,0,1,5,0,1,56
2014,VA,VBA,1083,233,105,70,136,126,89,81,103,88,320,49,28,2511
2014,VA,VHA,5789,1445,317,162,60,39,19,9,17,5,28,5,13,7908
2015,ABMC,ABMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ACUS,ACUS,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,AFRH,AFRH,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015,BBG,BBG,3,4,4,6,8,4,3,3,2,1,4,0,2,44
2015,CEQ,CEQ,9,1,4,2,0,1,0,0,0,0,1,0,1,19
2015,CFPB,CFPB,2,7,1,0,0,0,0,0,0,0,0,0,0,10
2015,CFTC,CFTC,37,10,9,6,2,7,4,2,3,5,4,2,0,91
2015,CIA,CIA,123,335,309,198,108,59,40,34,18,12,36,29,72,1373
2015,CIGIE,CIGIE,7,3,0,1,0,0,1,0,0,1,1,1,0,15
2015,CNCS,CNCS,2,5,4,1,2,0,2,0,0,0,3,0,1,20
2015,CO,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CPPBSD,CPPBSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CSB,CSB,1,3,1,1,1,0,1,1,0,2,0,0,0,11
2015,CSOSA,CSOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,DHS,CBP,62,4569,3563,2637,2817,3720,2823,2225,2013,1917,11111,11288,9904,58649
2015,DHS,CRCL,4,2,2,0,3,2,1,0,0,2,1,0,0,17
2015,DHS,FEMA,43,25,27,16,13,16,11,19,13,13,74,74,110,454
2015,DHS,FLETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,DHS,I&A,33,32,11,3,3,4,1,1,0,1,2,3,2,96
2015,DHS,ICE,96,142,44,40,46,30,33,33,17,22,40,22,14,579
2015,DHS,NPPD,47,30,15,10,7,3,1,6,2,2,2,1,0,126
2015,DHS,OIG,20,19,20,10,3,3,4,1,1,2,6,5,3,97
2015,DHS,PRIV,0,66,82,33,19,15,8,10,9,2,20,3,1,268
2015,DHS,S&T,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,DHS,TSA,11,16,3,9,5,5,7,7,8,5,21,11,38,146
2015,DHS,USCG,304,502,146,55,36,17,9,12,11,8,13,6,61,1180
2015,DHS,USCIS,37979,4435,51221,20334,1225,329,190,80,69,47,107,7,3,116026
2015,DHS,USSS,0,131,150,74,45,45,50,32,20,35,83,53,200,918
2015,DNFSB,DNFSB,0,4,1,0,0,0,0,0,0,0,0,0,0,5
2015,DOC,BIS,9,20,1,1,3,1,2,0,1,0,3,0,0,41
2015,DOC,Census,37,5,0,1,0,0,0,0,0,0,0,0,0,43
2015,DOC,EDA,0,16,2,1,0,0,0,1,0,0,0,0,0,20
2015,DOC,ESA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,DOC,ITA,0,0,0,2,0,0,0,2,0,0,0,0,1,5
2015,DOC,MBDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,DOC,NIST,0,14,6,4,2,1,3,1,1,0,2,1,4,39
2015,DOC,NOAA,2,2,3,4,0,0,3,1,0,1,5,6,18,45
2015,DOC,NTIA,10,5,4,0,1,0,0,1,0,0,0,1,0,22
2015,DOC,NTIS,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015,DOC,OIG,16,15,11,1,1,0,0,0,1,0,0,0,0,45
2015,DOC,OS,4,2,2,1,0,2,3,1,3,0,7,8,9,42
2015,DOC,PTO,4,14,3,3,1,0,0,0,0,0,0,0,0,25
2015,DoD,AF,666,897,315,217,166,113,81,53,48,44,171,64,88,2923
2015,DoD,AFRICOM,0,0,3,2,3,4,4,5,3,7,6,9,2,48
2015,DoD,ARMY,5304,2788,819,455,268,171,126,100,86,40,194,73,47,10471
