Year,Agency,Component,No. of Full Grants,No. of Partial Grants/ Partial Denials,No. of Full Denials Based on Exemptions,Number of Full Denials Based on Reasons Other than Exemptions,Number of Full Denials Based on Reasons Other than Exemptions.1,Number of Full Denials Based on Reasons Other than Exemptions.2,Number of Full Denials Based on Reasons Other than Exemptions.3,Number of Full Denials Based on Reasons Other than Exemptions.4,Number of Full Denials Based on Reasons Other than Exemptions.5,Number of Full Denials Based on Reasons Other than Exemptions.6,Number of Full Denials Based on Reasons Other than Exemptions.7,Number of Full Denials Based on Reasons Other than Exemptions.8,Total
2010,USPS,PIS,34.0,129.0,40.0,48,40,11,1,2,50,14,5,2,376.0
2010,USTDA,USTDA,4.0,3.0,0.0,4,0,0,0,0,0,0,0,0,11.0
2010,USTR,USTR,13.0,21.0,3.0,14,0,2,0,0,0,0,0,0,53.0
2010,VA,Admin,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1.0
2010,VA,BVA,7.0,1.0,1.0,6,0,0,0,1,0,0,0,4,20.0
2010,VA,C&LA,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,7.0
2010,VA,CFM,13.0,32.0,2.0,13,0,1,7,1,0,0,4,8,81.0
2010,VA,GC,11.0,14.0,4.0,4,0,0,2,0,0,0,0,1,36.0
2010,VA,HRM,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2010,VA,IG,67.0,110.0,19.0,12,0,5,1,0,0,0,3,28,245.0
2010,VA,Mgmt,2.0,3.0,0.0,2,0,1,1,0,0,0,0,0,9.0
2010,VA,NCA,79.0,32.0,67.0,104,0,2,0,0,0,0,0,4,288.0
2010,VA,OAL,83.0,44.0,6.0,14,0,16,1,1,0,0,2,4,171.0
2010,VA,OASHRA,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.0
2010,VA,OASP&IA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1.0
2010,VA,ODASB,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2010,VA,ODASIA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2010,VA,ODI,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2010,VA,OF,25.0,10.0,1.0,0,0,0,0,2,0,0,0,1,39.0
2010,VA,OI&T,15.0,18.0,1.0,60,0,9,3,17,0,0,5,42,170.0
2010,VA,ORM,11.0,9.0,1.0,3,0,0,0,0,0,0,0,0,24.0
2010,VA,OSDBU,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2010,VA,OSP,0.0,5.0,1.0,1,0,0,0,0,0,0,0,0,7.0
2010,VA,P&P,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,3.0
2010,VA,PA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1.0
2010,VA,SEC,8.0,2.0,0.0,1,0,0,0,0,0,0,0,0,11.0
2010,VA,VBA,4415.0,3775.0,97.0,392,0,37,70,64,0,0,19,1071,9940.0
2010,VA,VHA,7067.0,2974.0,6071.0,771,0,178,92,58,0,0,86,500,17797.0
2011,ABMC,ABMC,8.0,2.0,0.0,13,0,1,0,0,1,0,0,0,25.0
2011,ACUS,ACUS,3.0,0.0,0.0,3,0,0,0,0,0,1,0,0,7.0
2011,AFRH,AFRH,1.0,3.0,0.0,0,0,0,0,0,0,0,0,0,4.0
2011,BBG,BBG,29.0,18.0,4.0,11,0,3,0,3,0,1,0,9,78.0
2011,CEQ,CEQ,7.0,10.0,0.0,6,0,0,0,0,0,0,0,0,23.0
2011,CFTC,CFTC,44.0,28.0,17.0,26,0,10,0,0,3,2,0,15,145.0
2011,CIA,CIA,413.0,890.0,960.0,149,129,6,5,64,148,0,0,400,3164.0
2011,CIGIE,CIGIE,6.0,1.0,0.0,7,4,0,0,0,0,0,0,1,19.0
2011,CNCS,CNCS,34.0,25.0,0.0,1,0,1,2,1,0,5,0,0,69.0
2011,CO,CO,9.0,8.0,0.0,8,1,4,6,1,0,1,0,2,40.0
2011,CPPBSD,CPPBSD,7.0,3.0,1.0,8,0,0,0,0,0,0,0,0,19.0
2011,CSB,CSB,6.0,14.0,10.0,13,0,5,0,0,0,1,0,0,49.0
2011,CSOSA,CSOSA,32.0,654.0,1.0,12,0,38,1,0,0,1,12,15,766.0
2011,DHS,CBP,2158.0,18955.0,65.0,4603,399,62,54,27,1278,62,90,65,27818.0
2011,DHS,CRCL,18.0,21.0,0.0,25,4,2,0,1,3,0,0,0,74.0
2011,DHS,FEMA,276.0,327.0,37.0,153,32,111,9,25,68,8,20,73,1139.0
2011,DHS,FLETC,28.0,37.0,2.0,34,7,12,2,0,13,1,4,1,141.0
2011,DHS,I&A,6.0,3.0,8.0,22,3,2,1,4,2,2,1,0,54.0
2011,DHS,ICE,556.0,11576.0,222.0,1017,2446,75,28,31,351,9,103,74,16488.0
2011,DHS,MGMT,21.0,56.0,11.0,25,54,1,3,7,1,1,0,2,182.0
2011,DHS,NPPD,13.0,165.0,0.0,19,0,13,0,2,38,9,2,9,270.0
2011,DHS,OGC,9.0,8.0,0.0,12,17,6,0,0,0,5,1,0,58.0
2011,DHS,OIG,14.0,67.0,11.0,37,8,3,2,0,26,0,0,2,170.0
2011,DHS,OPS,9.0,10.0,1.0,11,2,1,0,2,0,1,0,0,37.0
2011,DHS,PLCY,4.0,4.0,1.0,10,0,0,0,1,2,0,1,1,24.0
2011,DHS,PRIV,22.0,96.0,0.0,49,773,13,0,143,116,34,45,36,1327.0
2011,DHS,S&T,4.0,12.0,3.0,4,7,1,0,2,0,0,0,0,33.0
2011,DHS,TSA,62.0,160.0,39.0,70,26,57,3,47,15,3,25,187,694.0
2011,DHS,US-VISIT,6.0,2668.0,0.0,1,0,3,0,0,0,0,0,3,2681.0
2011,DHS,USCG,2238.0,558.0,109.0,502,26,149,13,8,9,9,36,51,3708.0
2011,DHS,USCIS,9723.0,48285.0,71.0,8117,2832,157,69,0,13656,4564,2297,64,89835.0
2011,DHS,USSS,36.0,190.0,34.0,342,0,100,0,6,117,35,8,30,898.0
2011,DNFSB,OGC,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,5.0
2011,DNFSB,OGM,8.0,2.0,0.0,6,0,1,0,0,0,0,0,0,17.0
2011,DOC,BIS,8.0,4.0,9.0,3,3,0,4,0,0,0,0,0,31.0
2011,DOC,Census,46.0,37.0,53.0,71,22,18,35,3,9,3,0,54,351.0
2011,DOC,EDA,38.0,15.0,0.0,7,0,5,3,0,0,0,0,0,68.0
2011,DOC,ESA,2.0,0.0,0.0,7,0,0,1,0,0,0,0,0,10.0
2011,DOC,ITA,7.0,6.0,2.0,17,0,2,3,1,6,1,1,0,46.0
2011,DOC,MBDA,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,2.0
2011,DOC,NIST,64.0,66.0,2.0,14,1,11,20,3,4,74,0,2,261.0
2011,DOC,NOAA,418.0,99.0,17.0,42,3,44,31,4,1,0,0,11,670.0
2011,DOC,NTIA,21.0,24.0,0.0,5,4,16,13,3,0,1,0,0,87.0
2011,DOC,NTIS,5.0,0.0,0.0,4,2,0,0,1,0,0,0,1,13.0
2011,DOC,OIG,2.0,45.0,8.0,2,3,22,1,1,1,0,0,8,93.0
2011,DOC,OS,57.0,63.0,6.0,47,19,4,30,16,0,31,1,0,274.0
2011,DOC,PTO,64.0,55.0,8.0,32,22,6,20,4,78,9,5,0,303.0
2011,DoD,AF,2330.0,1846.0,223.0,941,0,532,207,78,74,79,254,641,7205.0
2011,DoD,AFRICOM,1.0,0.0,0.0,1,0,1,0,1,1,3,0,0,8.0
2011,DoD,ARMY,17342.0,6853.0,940.0,5742,4359,772,412,352,1309,353,502,1031,39967.0
2011,DoD,ASBCA,1.0,0.0,0.0,2,0,0,0,0,0,0,0,0,3.0
2011,DoD,CENTCOM,27.0,143.0,14.0,67,46,17,1,0,0,13,8,14,350.0
2011,DoD,DCAA,28.0,16.0,5.0,27,21,2,2,1,0,3,0,0,105.0
2011,DoD,DCMA,43.0,39.0,2.0,50,5,19,1,0,19,2,1,40,221.0
2011,DoD,DeCA,119.0,17.0,1.0,27,0,3,0,0,0,0,0,0,167.0
2011,DoD,DFAS,76.0,23.0,6.0,15,7,6,0,1,6,5,0,0,145.0
2011,DoD,DIA,41.0,404.0,77.0,609,21,93,0,0,3,64,13,80,1405.0
2011,DoD,DISA,105.0,30.0,6.0,49,15,13,35,1,4,1,9,0,268.0
2011,DoD,DLA,6611.0,330.0,19.0,75,31,97,40,12,27,8,36,126,7412.0
2011,DoD,DoD IG,21.0,146.0,36.0,39,9,6,0,13,3,36,3,3,315.0
2011,DoD,DoDEA,5.0,39.0,3.0,13,3,10,0,0,1,1,0,0,75.0
2011,DoD,DSS,21.0,8.0,6.0,15,1,1,0,1,0,0,0,0,53.0
2011,DoD,DTIC,49.0,1.0,3.0,22,20,0,0,0,0,0,1,4,100.0
2011,DoD,DTRA,24.0,57.0,1.0,23,4,8,9,0,5,7,3,4,145.0
2011,DoD,EUCOM,8.0,18.0,7.0,17,3,2,0,0,0,22,0,1,78.0
2011,DoD,JFCOM,6.0,5.0,2.0,13,17,1,0,4,4,0,0,0,52.0
2011,DoD,NAVY,3549.0,3852.0,377.0,987,2075,431,218,193,440,553,194,730,13599.0
2011,DoD,NGA,31.0,54.0,61.0,27,9,7,0,2,0,1,2,0,194.0
2011,DoD,NGB,8.0,21.0,5.0,15,7,6,13,6,2,6,1,4,94.0
2011,DoD,NORTHCOM,4.0,18.0,0.0,17,0,0,0,0,0,0,0,0,39.0
2011,DoD,NRO,44.0,89.0,8.0,31,6,5,2,2,12,11,3,1,214.0
2011,DoD,NSA,51.0,362.0,400.0,119,3,39,29,13,15,8,36,35,1110.0
2011,DoD,OSD/JS,246.0,307.0,44.0,226,72,104,34,65,73,7,55,399,1632.0
2011,DoD,PACOM,18.0,12.0,2.0,13,11,2,0,0,1,0,0,1,60.0
2011,DoD,SOCOM,19.0,33.0,7.0,16,27,55,0,3,1,4,6,15,186.0
2011,DoD,SOUTHCOM,20.0,55.0,3.0,26,0,6,0,1,0,14,0,12,137.0
2011,DoD,STRATCOM,5.0,19.0,3.0,10,0,4,0,0,0,0,1,9,51.0
2011,DoD,TRANSCOM,41.0,32.0,0.0,18,8,1,2,2,0,2,0,0,106.0
2011,DoD,TRICARE,29.0,39.0,6.0,24,2,15,7,6,2,21,1,0,152.0
2011,DOE,BPA,61.0,19.0,2.0,29,0,11,1,0,1,0,1,0,125.0
2011,DOE,CBFO,4.0,0.0,0.0,1,1,0,0,0,0,0,0,0,6.0
2011,DOE,CH,21.0,7.0,2.0,9,2,4,6,0,2,11,1,0,65.0
2011,DOE,EMCBC,11.0,11.0,0.0,5,3,3,1,1,3,0,0,0,38.0
2011,DOE,GFO,74.0,81.0,2.0,16,2,3,52,2,1,9,0,0,242.0
2011,DOE,HQ,142.0,227.0,12.0,118,341,61,5,6,4,6,9,0,931.0
2011,DOE,ID,14.0,6.0,1.0,10,0,1,0,0,0,0,0,0,32.0
2011,DOE,NETL,12.0,37.0,0.0,15,0,3,0,0,0,3,1,0,71.0
2011,DOE,NNSA,119.0,57.0,3.0,58,6,16,2,1,2,6,2,0,272.0
2011,DOE,NR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2011,DOE,NRLFO,3.0,3.0,0.0,3,0,1,2,1,0,1,0,0,14.0
2011,DOE,ORO,153.0,21.0,0.0,27,2,5,1,3,4,5,2,0,223.0
2011,DOE,OSTI,4.0,1.0,0.0,0,0,0,0,0,0,0,0,0,5.0
2011,DOE,ROO,29.0,19.0,4.0,7,3,11,1,1,1,1,1,0,78.0
2011,DOE,SEPA,3.0,1.0,0.0,1,0,0,0,0,0,0,0,0,5.0
2011,DOE,SPR,7.0,5.0,0.0,0,0,0,0,0,0,2,0,0,14.0
2011,DOE,SRO,41.0,5.0,1.0,7,1,2,0,0,0,5,0,0,62.0
2011,DOE,SWPA,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,3.0
2011,DOE,WAPA,14.0,15.0,0.0,1,0,3,2,0,1,0,0,0,36.0
2011,DOI,BIA,842.0,251.0,31.0,139,3,26,27,14,7,15,6,22,1383.0
2011,DOI,BLM,453.0,249.0,10.0,112,24,31,39,13,21,5,23,60,1040.0
2011,DOI,BOEMRE,165.0,42.0,4.0,23,13,10,3,3,0,2,1,14,280.0
2011,DOI,BOR,165.0,56.0,6.0,16,1,8,3,2,1,1,3,16,278.0
2011,DOI,FWS,615.0,159.0,30.0,81,21,18,2,1,2,4,7,248,1188.0
2011,DOI,NPS,450.0,220.0,39.0,57,11,10,25,1,5,1,3,13,835.0
2011,DOI,OIG,7.0,69.0,10.0,19,1,40,0,1,0,5,2,0,154.0
2011,DOI,OS,164.0,61.0,6.0,71,50,13,5,16,12,3,9,70,480.0
2011,DOI,OSM,27.0,11.0,0.0,12,0,5,1,1,2,0,0,2,61.0
2011,DOI,SOL,15.0,6.0,1.0,10,0,9,0,1,0,0,0,0,42.0
2011,DOI,USGS,87.0,23.0,2.0,43,0,1,5,1,1,0,0,5,168.0
2011,DOJ,Office of the AG,48.0,38.0,6.0,92,8,16,0,0,56,0,24,55,343.0
2011,DOJ,Office of the DAG,27.0,25.0,3.0,64,5,9,0,0,9,0,20,22,184.0
2011,DOJ,Office of the Assoc. AG,8.0,8.0,2.0,66,3,2,0,0,5,0,3,5,102.0
2011,DOJ,Antitrust,12.0,16.0,14.0,26,1,4,2,0,0,0,0,0,75.0
2011,DOJ,ATF,125.0,522.0,213.0,134,23,6,61,0,135,3,37,10,1269.0
2011,DOJ,BOP,9991.0,1534.0,207.0,624,22,188,546,325,1915,333,240,0,15925.0
2011,DOJ,Civil,183.0,34.0,18.0,93,7,8,9,26,8,5,5,0,396.0
2011,DOJ,Civil Rights,199.0,110.0,41.0,43,23,4,6,2,7,8,1,1,445.0
2011,DOJ,COPS,19.0,12.0,0.0,19,0,3,0,0,0,0,0,0,53.0
2011,DOJ,Criminal,90.0,123.0,53.0,250,97,4,0,120,104,27,15,0,883.0
2011,DOJ,CRS,1.0,1.0,2.0,7,0,0,0,0,0,0,0,0,11.0
2011,DOJ,DEA,75.0,584.0,62.0,266,6,34,33,42,263,11,36,30,1442.0
2011,DOJ,ENRD,22.0,47.0,2.0,30,1,3,0,1,1,0,0,0,107.0
2011,DOJ,EOIR,15152.0,328.0,26.0,4375,12,35,165,0,40,5,272,4,20414.0
2011,DOJ,EOUSA,579.0,838.0,792.0,667,264,47,166,383,736,254,77,93,4896.0
2011,DOJ,EOUST,9.0,21.0,2.0,18,0,2,5,7,5,1,0,2,72.0
2011,DOJ,FBI,201.0,2044.0,298.0,4311,80,175,558,1255,918,0,1573,0,11413.0
2011,DOJ,FCSC,8.0,7.0,1.0,15,0,0,0,0,0,0,0,0,31.0
2011,DOJ,JMD,80.0,7.0,6.0,19,14,19,12,5,1,3,7,3,176.0
2011,DOJ,NDIC,8.0,12.0,0.0,21,13,0,0,0,2,0,0,0,56.0
2011,DOJ,NSD,110.0,71.0,28.0,52,5,13,0,4,5,14,1,2,305.0
2011,DOJ,OCDETF,1.0,2.0,3.0,23,9,0,0,1,2,1,0,0,42.0
2011,DOJ,ODR,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,11.0
2011,DOJ,OFDT,6.0,4.0,0.0,4,1,0,0,1,0,2,1,0,19.0
2011,DOJ,OIG,21.0,84.0,25.0,93,6,1,2,0,2,0,0,0,234.0
2011,DOJ,OIP,44.0,11.0,1.0,56,9,3,0,5,208,1,7,131,476.0
2011,DOJ,OIPL,3.0,0.0,0.0,33,0,1,0,0,0,0,0,3,40.0
2011,DOJ,OJP,118.0,230.0,4.0,85,18,31,3,0,0,0,1,0,490.0
2011,DOJ,OLA,16.0,15.0,0.0,31,2,19,0,0,2,0,9,6,100.0
2011,DOJ,OLC,25.0,26.0,21.0,38,3,6,0,0,1,0,0,3,123.0
2011,DOJ,OLP,9.0,22.0,0.0,41,0,0,0,0,0,0,7,6,85.0
2011,DOJ,OPR,9.0,14.0,28.0,39,3,1,0,2,6,0,0,0,102.0
2011,DOJ,OSG,23.0,15.0,5.0,45,11,2,1,5,2,5,0,0,114.0
2011,DOJ,OVW,23.0,30.0,0.0,11,4,0,0,0,0,0,0,1,69.0
2011,DOJ,Pardon Attorney,24.0,51.0,2.0,17,1,1,2,3,3,0,0,0,104.0
2011,DOJ,Public Affairs,5.0,10.0,0.0,18,2,4,0,0,1,0,3,3,46.0
2011,DOJ,PRAO,3.0,4.0,0.0,15,0,0,0,0,2,2,1,0,27.0
2011,DOJ,TAX,9.0,9.0,7.0,48,8,0,0,0,27,1,0,0,109.0
2011,DOJ,USMS,983.0,552.0,199.0,249,18,16,15,12,113,15,97,7,2276.0
2011,DOJ,USNCB,13.0,37.0,21.0,60,8,0,0,0,13,9,1,3,165.0
2011,DOJ,USPC,426.0,78.0,1.0,79,1,26,33,0,118,0,0,0,762.0
2011,DOT,FAA,5047.0,1375.0,109.0,1189,22,452,200,16,48,25,0,0,8483.0
2011,DOT,FHWA,177.0,90.0,4.0,75,1,12,4,5,0,7,17,18,410.0
2011,DOT,FMCSA,613.0,702.0,6.0,164,0,48,11,6,7,0,29,0,1586.0
2011,DOT,FRA,155.0,91.0,1.0,84,0,27,0,1,0,0,3,0,362.0
2011,DOT,FTA,103.0,83.0,0.0,78,0,7,0,0,0,0,0,1,272.0
2011,DOT,MARAD,122.0,19.0,4.0,13,3,16,1,0,2,0,0,0,180.0
2011,DOT,NHTSA,69.0,52.0,14.0,61,2,8,13,10,2,3,5,0,239.0
2011,DOT,OIG,3.0,33.0,8.0,26,0,3,0,6,1,2,4,3,89.0
2011,DOT,OST,85.0,43.0,1.0,35,1,5,3,1,0,6,2,62,244.0
2011,DOT,PHMSA,83.0,45.0,4.0,19,0,10,1,0,1,2,2,0,167.0
2011,DOT,RITA,18.0,8.0,2.0,10,0,2,0,0,0,1,1,0,42.0
2011,DOT,SLSDC,7.0,3.0,0.0,7,0,1,0,0,0,0,0,0,18.0
2011,ED,FSA,161.0,62.0,2.0,51,6,17,2,8,1,3,12,0,325.0
2011,ED,IES,11.0,26.0,1.0,5,1,0,0,1,0,1,1,0,47.0
2011,ED,IES-NAGB,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.0
2011,ED,OCFO,4.0,6.0,0.0,0,0,0,0,0,0,0,0,0,10.0
2011,ED,OCFO-CAM,25.0,15.0,1.0,4,0,1,0,0,0,0,0,0,46.0
2011,ED,OCIO,3.0,2.0,0.0,0,0,3,0,0,0,1,0,0,9.0
2011,ED,OCO,2.0,0.0,0.0,1,0,3,0,0,0,0,0,0,6.0
2011,ED,OCR,21.0,59.0,2.0,12,1,5,0,1,0,1,4,0,106.0
2011,ED,OCR-1 Boston,8.0,105.0,10.0,4,0,4,0,0,0,0,4,0,135.0
2011,ED,OCR-2 New York,79.0,36.0,8.0,4,0,6,0,0,0,0,3,0,136.0
2011,ED,OCR-3 Philadelphia,7.0,53.0,3.0,2,0,2,0,0,0,1,3,0,71.0
2011,ED,OCR-4 Atlanta,34.0,25.0,4.0,0,0,4,0,0,1,0,1,0,69.0
2011,ED,OCR-5 Chicago,69.0,40.0,5.0,5,0,7,0,0,1,0,5,0,132.0
2011,ED,OCR-6 Dallas,22.0,52.0,0.0,4,0,5,0,5,1,0,0,0,89.0
2011,ED,OCR-7 Kansas City,10.0,21.0,0.0,3,0,5,0,0,0,0,2,0,41.0
2011,ED,OCR-8 Denver,11.0,38.0,0.0,3,0,3,0,1,1,0,1,0,58.0
2011,ED,OCR-9 San Francisco,23.0,39.0,0.0,0,0,0,0,0,0,0,0,0,62.0
2011,ED,OCR-10 Seattle,22.0,84.0,0.0,6,0,3,0,0,0,0,1,0,116.0
2011,ED,OCR-12 Cleveland,12.0,24.0,0.0,1,0,7,0,0,0,0,1,0,45.0
2011,ED,OCR-Metro D.C.,11.0,47.0,0.0,3,3,0,3,4,7,0,3,0,81.0
2011,ED,OELA,1.0,5.0,0.0,2,1,0,1,0,0,0,1,0,11.0
2011,ED,OESE,7.0,49.0,0.0,18,1,1,0,1,0,1,2,0,80.0
2011,ED,OGC,1.0,4.0,0.0,1,0,1,0,0,1,1,1,0,10.0
2011,ED,OIG,7.0,12.0,14.0,13,0,1,0,1,0,0,1,0,49.0
2011,ED,OII,21.0,27.0,0.0,3,0,2,0,0,0,1,0,0,54.0
2011,ED,OLCA,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2011,ED,OM,14.0,9.0,2.0,5,0,1,0,0,0,2,2,0,35.0
2011,ED,OM-PIRMS,86.0,147.0,3.0,25,0,5,0,3,0,4,3,0,276.0
2011,ED,OPE,31.0,65.0,3.0,24,6,10,2,10,9,7,1,0,168.0
2011,ED,OPEPD,6.0,5.0,0.0,3,0,2,0,1,0,0,2,0,19.0
2011,ED,OS,2.0,4.0,0.0,2,0,1,0,0,0,0,0,0,9.0
2011,ED,OSDFS,27.0,96.0,0.0,0,0,3,0,1,0,0,0,0,127.0
2011,ED,OSERS,10.0,16.0,0.0,4,0,8,2,0,0,1,2,0,43.0
2011,ED,OUS,1.0,2.0,0.0,1,0,1,0,0,0,0,0,0,5.0
2011,ED,OVAE,5.0,4.0,0.0,1,0,1,0,0,0,0,1,0,12.0
2011,EEOC,ATLANTA,10.0,442.0,38.0,10,2,8,0,1,0,1,26,114,652.0
2011,EEOC,BIRMINGHAM,16.0,1001.0,231.0,3,3,5,0,7,12,3,26,31,1338.0
2011,EEOC,CHARLOTTE,6.0,1084.0,34.0,7,5,7,0,0,15,10,15,16,1199.0
2011,EEOC,CHICAGO,50.0,567.0,112.0,3,0,1,0,0,12,10,12,48,815.0
2011,EEOC,DALLAS,114.0,1390.0,184.0,87,2,22,0,1,7,0,6,73,1886.0
2011,EEOC,HOUSTON,50.0,863.0,68.0,61,1,10,1,36,0,14,2,24,1130.0
2011,EEOC,INDIANAPOLIS,68.0,1821.0,162.0,46,39,5,0,56,14,35,84,91,2421.0
2011,EEOC,LOS ANGELES,44.0,321.0,277.0,239,1,1,0,0,3,2,28,17,933.0
2011,EEOC,MEMPHIS,33.0,601.0,72.0,6,0,0,0,2,0,0,29,8,751.0
2011,EEOC,MIAMI,130.0,984.0,439.0,27,7,11,0,10,9,1,77,457,2152.0
2011,EEOC,NEW YORK,36.0,348.0,99.0,0,0,9,0,36,35,31,50,10,654.0
2011,EEOC,OLC/HDQ,78.0,46.0,102.0,56,17,0,2,8,92,2,4,4,411.0
2011,EEOC,PHILADELPHIA,11.0,835.0,82.0,8,40,15,0,22,5,27,23,82,1150.0
2011,EEOC,PHOENIX,8.0,429.0,249.0,1,12,0,0,13,35,10,1,1,759.0
2011,EEOC,SAN FRANCISCO,43.0,438.0,114.0,77,0,0,0,0,30,1,28,25,756.0
2011,EEOC,ST. LOUIS,99.0,809.0,155.0,6,0,16,0,0,0,8,15,12,1120.0
2011,EEOC,WFO,0.0,100.0,31.0,5,17,0,0,0,0,6,7,4,170.0
2011,EPA,HQ,1370.0,317.0,71.0,213,63,224,22,5,13,1,53,8,2360.0
2011,EPA,Region 1,132.0,10.0,0.0,44,12,21,0,0,0,0,1,0,220.0
2011,EPA,Region 2,637.0,8.0,5.0,977,22,39,1,21,3,0,10,1,1724.0
2011,EPA,Region 3,905.0,18.0,1.0,251,27,52,3,0,1,0,9,0,1267.0
2011,EPA,Region 4,373.0,95.0,2.0,264,20,54,0,1,0,0,4,0,813.0
2011,EPA,Region 5,609.0,56.0,8.0,663,3,55,4,0,0,1,6,0,1405.0
2011,EPA,Region 6,225.0,30.0,2.0,249,27,40,1,1,2,0,1,0,578.0
2011,EPA,Region 7,462.0,11.0,3.0,139,5,20,0,0,0,0,1,1,642.0
2011,EPA,Region 8,184.0,25.0,1.0,75,0,45,0,0,1,0,3,0,334.0
2011,EPA,Region 9,316.0,36.0,1.0,217,31,22,4,5,2,1,7,0,642.0
2011,EPA,Region 10,250.0,70.0,0.0,75,0,44,2,1,3,1,4,0,450.0
2011,Ex-Im Bank,HQ,41.0,41.0,1.0,13,0,4,0,0,0,0,0,0,100.0
2011,FCA,FCA,18.0,3.0,0.0,10,1,2,0,0,0,1,0,0,35.0
2011,FCC,FCC,169.0,147.0,20.0,77,2,72,13,74,2,18,0,0,594.0
2011,FCSIC,FCSIC,4.0,0.0,0.0,6,0,0,0,0,0,0,0,0,10.0
2011,FDIC,FDIC,366.0,198.0,89.0,191,3,62,127,115,47,181,12,18,1409.0
2011,FEC,FEC,35.0,30.0,1.0,13,1,2,0,0,0,0,0,0,82.0
2011,FERC,FERC,15.0,32.0,23.0,12,0,8,2,0,0,0,0,0,92.0
2011,FFIEC,FFIEC,9.0,1.0,1.0,6,2,0,0,0,1,4,0,0,24.0
2011,FHFA,FHFA FOIA,16.0,25.0,16.0,37,0,3,12,0,1,0,0,1,111.0
2011,FHFA,FHFA-OIG,2.0,2.0,0.0,0,3,0,1,0,4,0,0,0,12.0
2011,FLRA,FSIP,8.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0
2011,FLRA,Authority,20.0,11.0,0.0,8,5,0,0,0,0,0,0,0,44.0
2011,FLRA,IG,1.0,2.0,0.0,3,0,0,0,0,0,0,0,0,6.0
2011,FLRA,OGC,1.0,1.0,1.0,3,2,0,0,1,0,0,0,0,9.0
2011,FLRA,ATRO,2.0,7.0,0.0,0,0,0,0,0,0,0,0,0,9.0
2011,FLRA,BORO,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2011,FLRA,CHRO,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1.0
2011,FLRA,DARO,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2011,FLRA,DERO,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2011,FLRA,SFRO,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,3.0
2011,FLRA,WARO,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2011,FMC,FMC,6.0,6.0,0.0,6,0,3,0,0,2,0,0,0,23.0
2011,FMCS,FMCS,53.0,8.0,0.0,24,0,3,1,0,0,17,4,1,111.0
2011,FMSHRC,FMSHRC,173.0,0.0,0.0,5,0,4,0,0,0,0,0,0,182.0
2011,FOMC,FOMC,16.0,4.0,1.0,3,9,1,0,1,0,0,0,0,35.0
2011,FRB,FRB,522.0,81.0,28.0,63,34,71,15,15,3,0,6,10,848.0
2011,FRTIB,FRTIB,8.0,6.0,2.0,8,0,1,0,0,0,0,1,0,26.0
2011,FTC,FTC,732.0,440.0,27.0,228,0,25,15,13,9,8,16,14,1527.0
2011,GSA,GSA,931.0,343.0,53.0,158,13,119,0,5,1,30,24,0,1677.0
2011,HHS,ACF,100.0,158.0,13.0,37,24,59,1,5,0,3,16,0,416.0
2011,HHS,AOA,0.0,1.0,0.0,15,0,0,0,0,0,0,0,0,16.0
2011,HHS,CMS,33856.0,789.0,6400.0,7011,109,750,1410,494,1176,59,245,1029,53328.0
2011,HHS,OIG,166.0,180.0,33.0,101,16,42,2,5,61,99,12,20,737.0
2011,HHS,AHRQ,15.0,33.0,0.0,23,0,3,0,0,0,2,0,5,81.0
2011,HHS,CDC,213.0,247.0,28.0,275,55,149,33,20,26,4,24,14,1088.0
2011,HHS,FDA,7473.0,170.0,77.0,707,8,1386,213,1,93,2,201,271,10602.0
2011,HHS,HRSA,262.0,33.0,3.0,12,17,1,0,0,0,2,0,0,330.0
2011,HHS,IHS,19.0,4.0,4.0,12,10,12,0,10,0,8,0,25,104.0
2011,HHS,NIH,775.0,102.0,11.0,139,12,113,20,16,6,9,1,0,1204.0
2011,HHS,SAMHSA,64.0,82.0,0.0,2,1,1,0,0,0,0,2,0,152.0
