Year,Agency,Component,No. of Full Grants,No. of Partial Grants/ Partial Denials,No. of Full Denials Based on Exemptions,Number of Full Denials Based on Reasons Other than Exemptions,Number of Full Denials Based on Reasons Other than Exemptions.1,Number of Full Denials Based on Reasons Other than Exemptions.2,Number of Full Denials Based on Reasons Other than Exemptions.3,Number of Full Denials Based on Reasons Other than Exemptions.4,Number of Full Denials Based on Reasons Other than Exemptions.5,Number of Full Denials Based on Reasons Other than Exemptions.6,Number of Full Denials Based on Reasons Other than Exemptions.7,Number of Full Denials Based on Reasons Other than Exemptions.8,Total
2014,DHS,TSA,89.0,113.0,9.0,64,15,39,0,132,22,1,4,3,491.0
2014,DHS,USCG,1801.0,224.0,28.0,333,1,152,6,4,7,11,33,20,2620.0
2014,DHS,USCIS,11684.0,82666.0,5315.0,16892,853,135,153,1,5773,4527,13694,7,141700.0
2014,DHS,USSS,72.0,171.0,12.0,402,2,12,0,19,6,10,4,335,1045.0
2014,DNFSB,DNFSB,5.0,11.0,4.0,5,1,3,0,0,1,0,1,0,31.0
2014,DOC,BIS,29.0,9.0,21.0,8,0,3,2,3,0,0,4,1,80.0
2014,DOC,Census,127.0,33.0,50.0,22,4,13,23,13,68,9,12,27,401.0
2014,DOC,EDA,10.0,6.0,0.0,8,0,4,7,0,0,0,0,0,35.0
2014,DOC,ESA,0.0,0.0,0.0,2,0,2,0,0,1,0,1,0,6.0
2014,DOC,ITA,7.0,3.0,0.0,7,1,2,1,0,0,0,0,0,21.0
2014,DOC,MBDA,0.0,0.0,0.0,5,0,0,0,0,1,0,0,0,6.0
2014,DOC,NIST,39.0,18.0,2.0,20,0,5,20,7,0,10,6,1,128.0
2014,DOC,NOAA,125.0,89.0,27.0,37,1,44,30,22,17,5,16,12,425.0
2014,DOC,NTIA,19.0,13.0,0.0,2,4,7,7,11,0,0,0,0,63.0
2014,DOC,NTIS,3.0,1.0,2.0,1,0,0,0,0,0,0,0,1,8.0
2014,DOC,OIG,9.0,35.0,13.0,6,0,10,2,10,9,8,2,0,104.0
2014,DOC,OS,25.0,34.0,5.0,19,2,3,5,29,8,37,12,12,191.0
2014,DOC,PTO,94.0,49.0,18.0,51,4,8,8,2,61,3,7,3,308.0
2014,DoD,AF,1575.0,2036.0,197.0,869,121,299,115,83,73,102,394,575,6439.0
2014,DoD,AFRICOM,3.0,15.0,6.0,8,0,2,0,0,1,2,0,2,39.0
2014,DoD,ARMY,13569.0,5570.0,739.0,2390,4142,592,366,197,581,397,645,1555,30743.0
2014,DoD,ASBCA,2.0,2.0,0.0,8,0,0,0,0,0,0,0,0,12.0
2014,DoD,CENTCOM,14.0,120.0,24.0,27,7,17,0,2,1,3,6,74,295.0
2014,DoD,DCAA,20.0,26.0,5.0,15,8,2,0,0,0,6,0,0,82.0
2014,DoD,DCMA,40.0,59.0,4.0,16,3,23,3,3,20,12,2,45,230.0
2014,DoD,DeCA,81.0,26.0,1.0,29,2,3,1,1,0,0,0,0,144.0
2014,DoD,DFAS,128.0,36.0,13.0,21,17,4,1,5,11,7,0,10,253.0
2014,DoD,DHA,56.0,52.0,16.0,23,29,10,0,1,8,1,4,0,200.0
2014,DoD,DIA,35.0,321.0,69.0,426,18,22,0,0,2,4,8,27,932.0
2014,DoD,DISA,138.0,22.0,11.0,35,23,8,18,5,1,0,4,11,276.0
2014,DoD,DLA,2656.0,815.0,11.0,49,67,78,41,10,12,10,14,46,3809.0
2014,DoD,DoD IG,30.0,285.0,89.0,59,19,35,0,6,5,47,16,69,660.0
2014,DoD,DoDEA,3.0,29.0,8.0,4,0,2,0,0,0,1,0,2,49.0
2014,DoD,DSS,11.0,40.0,0.0,22,5,0,0,1,0,1,0,0,80.0
2014,DoD,DTIC,94.0,2.0,0.0,27,124,1,0,1,0,0,3,0,252.0
2014,DoD,DTRA,36.0,38.0,3.0,28,2,12,0,0,2,6,1,2,130.0
2014,DoD,EUCOM,17.0,25.0,1.0,10,0,0,0,0,0,35,0,4,92.0
2014,DoD,JPRA,0.0,1.0,2.0,1,0,0,0,0,0,0,0,6,10.0
2014,DoD,NAVY,1943.0,3141.0,333.0,1115,725,404,151,92,324,389,460,303,9380.0
2014,DoD,NGA,15.0,29.0,11.0,22,1,9,0,2,3,0,4,19,115.0
2014,DoD,NGB,17.0,25.0,3.0,11,12,3,6,3,3,5,4,3,95.0
2014,DoD,NORTHCOM,34.0,22.0,14.0,60,1,0,2,4,0,42,7,1,187.0
2014,DoD,NRO,13.0,70.0,7.0,23,0,5,0,8,10,8,3,0,147.0
2014,DoD,NSA,59.0,348.0,1618.0,167,3,36,10,29,62,14,197,50,2593.0
2014,DoD,OSD/JS,231.0,277.0,68.0,179,54,77,30,125,6,9,32,438,1526.0
2014,DoD,PACOM,12.0,28.0,4.0,14,14,2,0,2,1,5,1,35,118.0
2014,DoD,SOCOM,11.0,14.0,4.0,12,9,6,1,1,8,2,8,35,111.0
2014,DoD,SOUTHCOM,15.0,82.0,2.0,46,1,2,0,0,0,3,4,35,190.0
2014,DoD,STRATCOM,25.0,15.0,4.0,38,13,0,0,0,0,0,1,1,97.0
2014,DoD,TRANSCOM,5.0,6.0,0.0,4,6,11,1,0,0,0,0,2,35.0
2014,DOE,BPA,70.0,36.0,4.0,16,0,9,1,1,2,1,1,0,141.0
2014,DOE,CBFO,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2014,DOE,CH,17.0,5.0,0.0,14,6,9,6,0,2,2,1,0,62.0
2014,DOE,EMCBC,24.0,24.0,0.0,10,0,4,2,0,0,1,0,0,65.0
2014,DOE,GFO,109.0,85.0,1.0,24,4,105,2,1,1,4,0,0,336.0
2014,DOE,HQ,134.0,223.0,15.0,135,277,72,8,9,6,6,17,0,902.0
2014,DOE,ID,8.0,3.0,2.0,10,0,2,0,0,0,1,0,0,26.0
2014,DOE,NETL,5.0,11.0,2.0,2,0,0,0,0,0,0,0,0,20.0
2014,DOE,NNSA,132.0,81.0,2.0,58,4,29,8,0,4,3,5,0,326.0
2014,DOE,NR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2014,DOE,NRLFO,2.0,1.0,0.0,1,0,1,1,0,0,0,0,0,6.0
2014,DOE,ORO,131.0,9.0,0.0,27,22,8,0,1,9,10,5,0,222.0
2014,DOE,OSTI,8.0,0.0,0.0,3,2,0,0,0,0,1,0,0,14.0
2014,DOE,ROO,27.0,30.0,0.0,15,5,8,2,0,0,3,0,0,90.0
2014,DOE,SEPA,0.0,1.0,0.0,4,0,0,0,0,0,0,0,0,5.0
2014,DOE,SPR,1.0,0.0,1.0,2,0,1,0,0,0,0,0,0,5.0
2014,DOE,SRO,11.0,4.0,0.0,6,2,2,0,0,0,2,0,0,27.0
2014,DOE,SWPA,2.0,2.0,0.0,6,0,0,0,0,0,0,0,0,10.0
2014,DOE,WAPA,6.0,3.0,1.0,3,0,1,0,1,0,1,1,0,17.0
2014,DOI,BIA,756.0,391.0,66.0,193,20,28,26,21,42,3,6,35,1587.0
2014,DOI,BLM,262.0,225.0,18.0,70,16,79,8,12,14,7,25,42,778.0
2014,DOI,BOEM,30.0,21.0,1.0,7,1,7,2,4,1,1,1,16,92.0
2014,DOI,BOR,108.0,45.0,6.0,26,2,17,6,0,3,0,6,61,280.0
2014,DOI,BSEE,54.0,40.0,3.0,29,3,8,1,0,0,7,2,6,153.0
2014,DOI,FWS,591.0,185.0,35.0,127,4,34,4,3,5,3,18,159,1168.0
2014,DOI,NPS,322.0,222.0,32.0,58,5,26,16,2,1,0,18,10,712.0
2014,DOI,OIG,10.0,80.0,21.0,29,0,2,0,1,0,2,0,17,162.0
2014,DOI,OS,138.0,66.0,2.0,72,10,27,26,9,8,8,12,62,440.0
2014,DOI,OSM,24.0,8.0,0.0,15,0,5,4,1,3,0,1,2,63.0
2014,DOI,SOL,14.0,12.0,5.0,21,0,3,0,1,0,0,2,8,66.0
2014,DOI,USGS,75.0,17.0,1.0,38,1,5,3,0,0,1,3,2,146.0
2014,DOJ,Office of the AG,20.0,25.0,7.0,49,3,10,1,0,10,3,17,16,161.0
2014,DOJ,Office of the DAG,5.0,20.0,6.0,33,2,9,1,0,1,2,3,10,92.0
2014,DOJ,Office of the Assoc. AG,3.0,4.0,4.0,35,1,4,0,0,1,0,0,4,56.0
2014,DOJ,Antitrust,13.0,26.0,19.0,24,1,6,5,0,2,0,1,0,97.0
2014,DOJ,ATF,39.0,296.0,131.0,117,8,10,0,10,89,19,19,6,744.0
2014,DOJ,BOP,7899.0,1837.0,160.0,371,50,187,533,306,1465,207,174,0,13189.0
2014,DOJ,Civil,50.0,74.0,26.0,124,8,21,25,9,14,1,9,5,366.0
2014,DOJ,Civil Rights,94.0,108.0,25.0,61,6,1,7,1,7,36,2,0,348.0
2014,DOJ,COPS,33.0,13.0,1.0,8,0,2,0,0,0,0,0,0,57.0
2014,DOJ,Criminal,21.0,53.0,152.0,53,7,108,0,0,31,0,11,242,678.0
2014,DOJ,CRS,3.0,0.0,0.0,4,0,0,0,0,0,2,0,0,9.0
2014,DOJ,DEA,121.0,592.0,95.0,302,7,10,51,54,250,9,51,9,1551.0
2014,DOJ,ENRD,30.0,29.0,3.0,22,0,4,0,1,0,0,0,1,90.0
2014,DOJ,EOIR,18115.0,236.0,50.0,3381,0,40,5,2726,27,9,581,0,25170.0
2014,DOJ,EOUSA,191.0,315.0,530.0,355,36,22,105,54,1000,9,44,68,2729.0
2014,DOJ,EOUST,10.0,18.0,3.0,6,0,2,3,0,16,5,0,0,63.0
2014,DOJ,FBI,523.0,4124.0,511.0,4516,84,72,287,61,1332,208,512,475,12705.0
2014,DOJ,FCSC,3.0,3.0,1.0,2,1,0,0,0,0,0,0,0,10.0
2014,DOJ,JMD,61.0,21.0,4.0,12,5,9,2,4,2,2,4,2,128.0
2014,DOJ,NSD,39.0,22.0,13.0,81,5,1,1,7,8,43,3,0,223.0
2014,DOJ,OCDETF,5.0,3.0,11.0,12,1,0,0,0,8,1,0,0,41.0
2014,DOJ,OIG,27.0,96.0,42.0,73,9,5,0,0,0,2,5,0,259.0
2014,DOJ,OIP,102.0,37.0,0.0,31,2,5,0,16,283,1,18,364,859.0
2014,DOJ,OJP,83.0,175.0,9.0,37,7,8,0,0,0,0,6,0,325.0
2014,DOJ,OLA,11.0,10.0,2.0,6,2,11,0,0,1,0,2,5,50.0
2014,DOJ,OLC,13.0,26.0,17.0,20,6,0,1,0,1,0,0,2,86.0
2014,DOJ,OLP,5.0,18.0,0.0,4,0,0,0,0,6,0,0,4,37.0
2014,DOJ,OPR,23.0,22.0,23.0,19,6,5,1,0,6,0,1,5,111.0
2014,DOJ,OSG,26.0,13.0,0.0,19,2,0,0,1,0,0,0,0,61.0
2014,DOJ,OVW,22.0,43.0,0.0,6,0,4,0,0,0,0,0,0,75.0
2014,DOJ,Pardon Attorney,28.0,19.0,0.0,10,0,0,0,1,0,0,0,0,58.0
2014,DOJ,Public Affairs,0.0,5.0,0.0,1,1,0,0,0,1,0,1,1,10.0
2014,DOJ,PRAO,1.0,3.0,1.0,6,0,0,0,0,2,0,1,0,14.0
2014,DOJ,TAX,8.0,9.0,26.0,26,0,2,0,0,3,2,0,2,78.0
2014,DOJ,USMS,268.0,838.0,161.0,387,41,7,18,7,118,16,21,12,1894.0
2014,DOJ,USNCB,9.0,65.0,34.0,66,2,0,0,4,15,0,3,0,198.0
2014,DOJ,USPC,237.0,28.0,1.0,67,2,42,8,0,18,0,1,0,404.0
2014,DOT,FAA,4856.0,1199.0,56.0,1086,10,376,93,3,63,11,0,0,7753.0
2014,DOT,FHWA,227.0,89.0,7.0,68,4,12,12,6,3,8,8,19,463.0
2014,DOT,FMCSA,327.0,760.0,2.0,122,0,132,5,14,2,11,56,0,1431.0
2014,DOT,FRA,176.0,103.0,2.0,86,2,14,0,0,0,4,9,0,396.0
2014,DOT,FTA,98.0,86.0,7.0,59,0,5,5,0,0,0,5,0,265.0
2014,DOT,MARAD,36.0,36.0,0.0,19,0,7,0,0,0,1,1,0,100.0
2014,DOT,NHTSA,62.0,60.0,14.0,38,9,7,12,5,2,2,5,9,225.0
2014,DOT,OIG,14.0,34.0,11.0,27,0,6,0,0,4,4,1,9,110.0
2014,DOT,OST,66.0,78.0,0.0,39,0,9,0,1,1,3,7,83,287.0
2014,DOT,PHMSA,49.0,20.0,0.0,37,1,37,2,0,0,0,4,4,154.0
2014,DOT,RITA,6.0,5.0,1.0,6,0,0,0,0,0,0,0,0,18.0
2014,DOT,SLSDC,2.0,3.0,0.0,6,0,0,0,0,0,0,0,0,11.0
2014,ED,OSHS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2014,ED,OCTAE,0.0,2.0,0.0,1,1,0,0,0,0,0,0,0,4.0
2014,ED,FSA,63.0,65.0,15.0,25,8,9,0,0,1,0,9,3,198.0
2014,ED,IES,2.0,29.0,0.0,8,5,2,0,0,0,0,0,0,46.0
2014,ED,IES-NAGB,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2014,ED,M,35.0,84.0,5.0,23,0,6,4,0,1,1,3,7,169.0
2014,ED,OCFO,0.0,1.0,1.0,2,0,0,0,0,0,0,0,0,4.0
2014,ED,OCFO-CAM,4.0,14.0,4.0,6,0,1,0,0,0,0,0,0,29.0
2014,ED,OCIO,6.0,7.0,0.0,1,0,1,0,0,0,0,0,0,15.0
2014,ED,OCO,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,2.0
2014,ED,OCR,27.0,61.0,6.0,5,1,7,0,2,0,1,8,1,119.0
2014,ED,OCR-1 Boston,11.0,66.0,24.0,2,0,3,0,0,0,1,1,0,108.0
2014,ED,OCR-2 New York,65.0,44.0,13.0,7,0,4,0,0,0,0,6,0,139.0
2014,ED,OCR-3 Philadelphia,17.0,50.0,8.0,8,0,1,0,0,2,0,4,2,92.0
2014,ED,OCR-4 Atlanta,3.0,7.0,23.0,0,0,6,0,0,0,0,1,0,40.0
2014,ED,OCR-5 Chicago,68.0,56.0,17.0,1,0,3,1,1,2,0,4,3,156.0
2014,ED,OCR-6 Dallas,28.0,54.0,18.0,5,0,0,1,3,0,0,2,0,111.0
2014,ED,OCR-7 Kansas City,2.0,4.0,6.0,2,0,2,0,0,0,0,0,0,16.0
2014,ED,OCR-8 Denver,2.0,14.0,16.0,2,0,1,0,0,2,0,3,1,41.0
2014,ED,OCR-9 San Francisco,8.0,36.0,19.0,2,0,1,0,0,0,0,2,0,68.0
2014,ED,OCR-10 Seattle,17.0,57.0,1.0,7,3,0,0,0,0,0,2,0,87.0
2014,ED,OCR-12 Cleveland,13.0,8.0,7.0,0,0,3,2,0,0,0,1,0,34.0
2014,ED,OCR-Metro D.C.,5.0,42.0,1.0,2,0,0,0,1,0,0,2,0,53.0
2014,ED,ODS,5.0,1.0,0.0,1,0,0,0,0,0,0,1,0,8.0
2014,ED,OESE,9.0,35.0,0.0,11,1,5,5,0,0,0,2,3,71.0
2014,ED,OGC,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,3.0
2014,ED,OIG,6.0,26.0,14.0,8,1,0,0,0,1,2,2,0,60.0
2014,ED,OII,6.0,10.0,0.0,4,7,2,2,0,0,0,2,1,34.0
2014,ED,OLCA,2.0,1.0,0.0,0,0,1,0,0,1,0,0,1,6.0
2014,ED,OM,6.0,17.0,0.0,10,0,3,0,0,0,1,0,2,39.0
2014,ED,OM-PIRMS,42.0,35.0,11.0,13,14,0,0,7,6,112,6,4,250.0
2014,ED,OPE,11.0,54.0,0.0,5,1,3,5,0,0,0,0,1,80.0
2014,ED,OPEPD,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2014,ED,OS,3.0,4.0,0.0,4,0,0,0,0,0,0,0,0,11.0
2014,ED,OSERS,3.0,33.0,0.0,2,0,2,3,0,0,0,0,1,44.0
2014,ED,OUS,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,6.0
2014,EEOC,ATLANTA,1.0,1098.0,45.0,10,1,15,1,0,18,2,42,96,1329.0
2014,EEOC,BIRMINGHAM,16.0,784.0,200.0,7,0,21,0,4,5,9,41,28,1115.0
2014,EEOC,CHARLOTTE,10.0,946.0,30.0,3,8,4,2,1,3,1,10,28,1046.0
2014,EEOC,CHICAGO,55.0,487.0,91.0,16,5,17,1,1,17,2,6,32,730.0
2014,EEOC,DALLAS,46.0,1358.0,143.0,10,0,16,0,0,1,0,32,47,1653.0
2014,EEOC,HOUSTON,13.0,638.0,77.0,5,0,2,2,1,8,0,29,16,791.0
2014,EEOC,INDIANAPOLIS,30.0,1426.0,124.0,56,33,9,0,1,13,7,36,43,1778.0
2014,EEOC,LOS ANGELES,17.0,497.0,322.0,244,0,0,1,0,0,0,2,37,1120.0
2014,EEOC,MEMPHIS,21.0,613.0,91.0,3,0,1,0,2,4,1,5,9,750.0
2014,EEOC,MIAMI,166.0,1169.0,196.0,55,10,9,0,1,177,0,40,126,1949.0
2014,EEOC,NEW YORK,20.0,412.0,147.0,42,0,4,0,2,58,0,42,88,815.0
2014,EEOC,OLC/HDQ,87.0,40.0,164.0,57,25,17,7,10,21,1,29,1,459.0
2014,EEOC,PHILADELPHIA,4.0,872.0,182.0,2,55,27,1,6,28,1,63,130,1371.0
2014,EEOC,PHOENIX,17.0,325.0,96.0,2,28,0,0,1,14,0,61,6,550.0
2014,EEOC,SAN FRANCISCO,36.0,302.0,125.0,214,0,2,0,1,19,0,14,55,768.0
2014,EEOC,ST. LOUIS,14.0,853.0,7.0,0,0,0,0,0,0,0,5,7,886.0
2014,EEOC,WFO,0.0,120.0,41.0,2,15,0,0,0,3,0,15,8,204.0
2014,EPA,HQ,1071.0,217.0,50.0,204,10,230,13,26,16,10,85,0,1932.0
2014,EPA,Region 1,117.0,11.0,0.0,83,0,15,4,0,0,0,9,0,239.0
2014,EPA,Region 2,674.0,10.0,2.0,1123,3,40,7,87,10,4,40,0,2000.0
2014,EPA,Region 3,337.0,18.0,1.0,175,1,50,16,5,0,0,28,0,631.0
2014,EPA,Region 4,335.0,76.0,3.0,346,1,70,8,2,0,0,23,0,864.0
2014,EPA,Region 5,900.0,58.0,3.0,625,0,82,28,8,7,2,53,0,1766.0
2014,EPA,Region 6,282.0,60.0,2.0,176,0,73,3,1,1,0,18,0,616.0
2014,EPA,Region 7,373.0,22.0,0.0,117,1,56,0,1,0,0,16,0,586.0
2014,EPA,Region 8,163.0,24.0,2.0,50,2,40,17,2,0,1,10,0,311.0
2014,EPA,Region 9,267.0,30.0,3.0,325,3,50,1,7,2,2,20,0,710.0
2014,EPA,Region 10,238.0,88.0,1.0,62,0,69,4,1,1,0,11,0,475.0
2014,Ex-Im Bank,OIG,0.0,4.0,0.0,2,0,0,0,0,0,0,0,0,6.0
2014,Ex-Im Bank,HQ,20.0,17.0,3.0,6,0,3,4,0,1,0,0,0,54.0
2014,FCA,FCA,23.0,5.0,0.0,8,1,5,0,0,1,0,0,1,44.0
2014,FCC,FCC,110.0,255.0,20.0,127,1,45,26,1,4,17,5,62,673.0
2014,FCSIC,FCSIC,6.0,1.0,0.0,4,0,0,0,0,0,0,0,0,11.0
2014,FDIC,FDIC,186.0,144.0,48.0,51,1,56,27,33,17,78,12,3,656.0
2014,FEC,FEC,18.0,30.0,3.0,25,1,4,0,0,4,2,0,0,87.0
2014,FERC,FERC,14.0,43.0,23.0,19,0,10,0,0,0,0,0,0,109.0
2014,FFIEC,FFIEC,3.0,5.0,0.0,3,0,0,0,0,0,7,0,0,18.0
2014,FHFA,FHFA-HQ,25.0,30.0,9.0,41,2,14,7,0,1,0,1,0,130.0
2014,FHFA,FHFA-OIG,4.0,24.0,6.0,5,0,2,0,0,0,0,0,0,41.0
2014,FLRA,FSIP,13.0,0.0,0.0,0,0,0,0,0,0,0,0,0,13.0
2014,FLRA,Authority,26.0,5.0,0.0,32,0,4,0,6,1,0,1,0,75.0
2014,FLRA,IG,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,2.0
2014,FLRA,OGC,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2014,FLRA,ATRO,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,2.0
2014,FLRA,BORO,2.0,2.0,0.0,1,0,0,0,0,0,0,0,0,5.0
2014,FLRA,CHRO,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2014,FLRA,DARO,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2014,FLRA,DERO,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1.0
2014,FLRA,SFRO,1.0,4.0,0.0,0,0,0,0,0,0,0,0,0,5.0
2014,FLRA,WARO,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0
2014,FMC,FMC,9.0,20.0,0.0,9,0,3,1,0,1,0,0,0,43.0
2014,FMCS,FMCS,48.0,19.0,2.0,30,0,10,0,0,23,3,2,0,137.0
2014,FMSHRC,FMSHRC,136.0,0.0,0.0,17,0,3,0,0,0,0,0,0,156.0
2014,FOMC,FOMC,11.0,6.0,0.0,2,6,0,0,3,1,0,0,0,29.0
2014,FRB,FRB,465.0,76.0,21.0,101,11,36,9,17,38,1,8,32,815.0
2014,FRTIB,FRTIB,11.0,10.0,1.0,9,0,1,0,0,1,0,0,0,33.0
2014,FTC,FTC,427.0,561.0,40.0,263,0,69,22,16,13,2,12,0,1425.0
2014,GSA,GSA,573.0,380.0,34.0,90,69,76,36,31,57,64,98,0,1508.0
2014,HHS,ACF,241.0,876.0,0.0,11,40,24,0,6,16,29,11,1,1255.0
2014,HHS,CMS,9119.0,3283.0,5473.0,4359,267,516,389,215,733,238,337,98,25027.0
2014,HHS,OIG,129.0,168.0,90.0,125,21,58,1,7,69,116,10,21,815.0
2014,HHS,CDC,210.0,206.0,19.0,165,98,58,13,10,8,19,13,209,1028.0
2014,HHS,FDA,7821.0,125.0,208.0,493,34,1055,62,19,78,4,193,99,10191.0
2014,HHS,HRSA,197.0,127.0,5.0,6,5,7,0,0,3,2,0,0,352.0
2014,HHS,IHS,30.0,35.0,12.0,17,24,9,0,0,3,7,0,23,160.0
2014,HHS,NIH,700.0,133.0,14.0,131,17,122,1,9,6,22,1,0,1156.0
2014,HHS,SAMHSA,84.0,91.0,5.0,14,1,15,0,0,0,12,6,10,238.0
2014,HHS,OS,159.0,266.0,22.0,106,855,50,1,18,24,68,14,22,1605.0
2014,HHS,OASH,142.0,192.0,10.0,48,10,19,2,7,2,2,0,21,455.0
2014,HHS,ACL,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,11.0
2014,HUD,HQ,127.0,115.0,14.0,86,333,115,13,10,23,9,36,0,881.0
2014,HUD,OIG,6.0,51.0,30.0,19,16,3,0,3,5,1,1,0,135.0
2014,HUD,R01,35.0,5.0,4.0,7,3,9,0,0,1,0,0,0,64.0
2014,HUD,R02,34.0,11.0,4.0,37,5,4,0,0,0,0,2,0,97.0
2014,HUD,R03,69.0,41.0,5.0,18,13,17,1,0,7,2,1,0,174.0
2014,HUD,R04,102.0,42.0,15.0,38,8,14,10,2,4,1,6,0,242.0
2014,HUD,R05,39.0,23.0,5.0,34,10,4,1,0,3,0,1,0,120.0
2014,HUD,R06,61.0,17.0,2.0,13,5,17,2,0,4,0,0,0,121.0
2014,HUD,R07,10.0,4.0,1.0,6,4,2,1,2,3,1,1,0,35.0
2014,HUD,R08,45.0,11.0,3.0,35,1,11,2,0,3,0,0,0,111.0
2014,HUD,R09,70.0,35.0,10.0,29,7,20,1,0,4,0,2,0,178.0
2014,HUD,R0X,12.0,35.0,2.0,8,2,2,3,0,1,0,1,0,66.0
2014,IAF,IAF,3.0,0.0,0.0,5,0,0,0,0,0,0,0,0,8.0
2014,IMLS,IMLS,24.0,13.0,0.0,10,0,2,0,0,0,0,0,2,51.0
2014,LSC,OLA,20.0,7.0,5.0,9,0,0,0,1,0,0,0,0,42.0
2014,LSC,OIG,1.0,9.0,1.0,0,1,0,0,0,0,0,0,0,12.0
2014,MCC,MCC,9.0,3.0,0.0,2,0,0,0,0,0,0,0,0,14.0
2014,MSPB,MSPB,103.0,40.0,4.0,43,8,9,0,2,3,0,0,0,212.0
2014,NARA,NARA,821.0,692.0,33.0,16988,87,230,4,75,358,84,48,56,19476.0
2014,NASA,AFRC,2.0,8.0,1.0,3,0,0,0,0,0,0,3,0,17.0
2014,NASA,ARC,8.0,19.0,6.0,6,0,0,2,0,1,2,1,0,45.0
2014,NASA,GRC,5.0,4.0,1.0,0,0,1,1,1,0,0,5,0,18.0
2014,NASA,GSFC,29.0,35.0,4.0,15,0,13,5,5,10,0,9,0,125.0
2014,NASA,HQ,44.0,24.0,5.0,20,2,2,1,28,18,21,10,0,175.0
2014,NASA,JPL,4.0,10.0,3.0,3,0,3,1,5,1,2,7,1,40.0
2014,NASA,JSC,28.0,29.0,1.0,4,3,15,18,11,16,8,7,0,140.0
2014,NASA,KSC,11.0,17.0,2.0,2,1,2,9,7,22,4,9,0,86.0
2014,NASA,LaRC,6.0,6.0,1.0,1,0,0,0,4,1,1,3,0,23.0
2014,NASA,MSFC,25.0,19.0,5.0,8,0,1,1,1,0,0,2,0,62.0
2014,NASA,NSSC,2.0,6.0,1.0,1,0,2,0,1,0,0,1,0,14.0
2014,NASA,OGC,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2014,NASA,OIG,1.0,17.0,5.0,5,2,0,0,0,1,0,1,0,32.0
2014,NASA,SSC,1.0,2.0,1.0,1,0,4,0,0,1,0,3,0,13.0
2014,NCPC,NCPC,6.0,0.0,0.0,8,0,0,0,0,0,0,0,0,14.0
2014,NCUA,NCUA,41.0,36.0,8.0,13,1,3,0,2,0,0,4,0,108.0
2014,NEA,NEA,19.0,32.0,0.0,18,0,1,0,1,2,0,0,0,73.0
2014,NEH,NEH,11.0,23.0,0.0,9,0,3,0,0,0,0,0,1,47.0
2014,NIGC,NIGC,12.0,33.0,3.0,16,1,10,0,0,0,0,0,0,75.0
2014,NLRB,NLRB,3446.0,399.0,251.0,18,140,151,21,0,0,0,0,0,4426.0
2014,NMB,NMB,23.0,1.0,0.0,14,0,0,0,0,0,0,0,0,38.0
2014,NRPC,NRPC,51.0,42.0,19.0,24,0,11,27,2,11,7,6,0,200.0
2014,NSF,OGC,33.0,190.0,1.0,35,0,21,0,0,0,1,0,0,281.0
2014,NSF,OIG,1.0,13.0,6.0,4,1,0,0,0,0,0,0,0,25.0
2014,NTSB,NTSB,29.0,45.0,188.0,67,0,24,0,0,15,34,7,0,409.0
2014,ODNI,ODNI,46.0,150.0,48.0,81,22,4,0,1,1,0,2,39,394.0
2014,OGE,OGE,4.0,14.0,2.0,8,1,0,0,1,0,0,0,0,30.0
2014,OMB,OMB,45.0,36.0,8.0,82,1,4,0,0,0,0,4,0,180.0
2014,ONDCP,ONDCP,12.0,14.0,1.0,34,0,0,0,0,0,0,0,0,61.0
2014,ONHIR,ONHIR,126.0,37.0,0.0,0,0,0,0,0,0,0,0,0,163.0
2014,OPIC,OPIC,11.0,21.0,0.0,9,0,1,1,3,0,0,0,0,46.0
2014,OPM,OPM,5561.0,2730.0,49.0,83,4,11,5,1,7,5,4,3,8463.0
2014,OSC,OSC,16.0,17.0,9.0,7,0,10,0,0,1,29,2,0,91.0
2014,OSHRC,OSHRC,32.0,12.0,1.0,9,0,5,0,0,3,0,0,0,62.0
2014,OSTP,OSTP,8.0,26.0,3.0,47,0,3,0,2,0,0,0,0,89.0
2014,PBGC,PBGC,1323.0,383.0,87.0,104,0,29,2,8,32,7,107,1,2083.0
2014,PC,FOIA Office,69.0,23.0,5.0,32,0,0,0,9,10,10,18,0,176.0
2014,PC,OIG,3.0,10.0,0.0,5,0,0,0,0,0,0,0,0,18.0
